"organizer","month","year","date","count"
"NYC Parks","Sep",2018,Sep 2018,31
"NYC Parks","Oct",2013,Oct 2013,4
"NYC Parks","Oct",2014,Oct 2014,1
"NYC Parks","Oct",2015,Oct 2015,87
"NYC Parks","Oct",2016,Oct 2016,44
"NYC Parks","Oct",2017,Oct 2017,28
"NYC Parks","Oct",2018,Oct 2018,36
"NYC Parks","Nov",2015,Nov 2015,21
"NYC Parks","Nov",2016,Nov 2016,16
"NYC Parks","Nov",2017,Nov 2017,13
"NYC Parks","Nov",2018,Nov 2018,17
"NYC Parks","Dec",2013,Dec 2013,1
"NYC Parks","Dec",2016,Dec 2016,9
"NYC Parks","Dec",2017,Dec 2017,11
"NYC Parks","Dec",2018,Dec 2018,17
"NYC Parks: Bronx Recreation","Jan",2015,Jan 2015,1
"NYC Parks: Bronx Recreation","Jan",2017,Jan 2017,11
"NYC Parks: Bronx Recreation","Jan",2018,Jan 2018,6
"NYC Parks: Bronx Recreation","Feb",2015,Feb 2015,1
"NYC Parks: Bronx Recreation","Feb",2016,Feb 2016,1
"NYC Parks: Bronx Recreation","Feb",2017,Feb 2017,13
"NYC Parks: Bronx Recreation","Feb",2018,Feb 2018,14
"NYC Parks: Bronx Recreation","Mar",2017,Mar 2017,9
"NYC Parks: Bronx Recreation","Mar",2018,Mar 2018,7
"NYC Parks: Bronx Recreation","Apr",2015,Apr 2015,5
"NYC Parks: Bronx Recreation","Apr",2017,Apr 2017,4
"NYC Parks: Bronx Recreation","Apr",2018,Apr 2018,1
"NYC Parks: Bronx Recreation","May",2015,May 2015,1
"NYC Parks: Bronx Recreation","May",2016,May 2016,9
"NYC Parks: Bronx Recreation","May",2017,May 2017,7
"NYC Parks: Bronx Recreation","May",2018,May 2018,24
"NYC Parks: Bronx Recreation","Jun",2015,Jun 2015,2
"NYC Parks: Bronx Recreation","Jun",2016,Jun 2016,24
"NYC Parks: Bronx Recreation","Jun",2017,Jun 2017,16
"NYC Parks: Bronx Recreation","Jun",2018,Jun 2018,30
"NYC Parks: Bronx Recreation","Jul",2015,Jul 2015,90
"NYC Parks: Bronx Recreation","Jul",2016,Jul 2016,39
"NYC Parks: Bronx Recreation","Jul",2017,Jul 2017,29
"NYC Parks: Bronx Recreation","Jul",2018,Jul 2018,74
"NYC Parks: Bronx Recreation","Aug",2015,Aug 2015,165
"NYC Parks: Bronx Recreation","Aug",2016,Aug 2016,67
"NYC Parks: Bronx Recreation","Aug",2017,Aug 2017,42
"NYC Parks: Bronx Recreation","Aug",2018,Aug 2018,45
"NYC Parks: Bronx Recreation","Sep",2015,Sep 2015,34
"NYC Parks: Bronx Recreation","Sep",2016,Sep 2016,74
"NYC Parks: Bronx Recreation","Sep",2017,Sep 2017,19
"NYC Parks: Bronx Recreation","Sep",2018,Sep 2018,13
"NYC Parks: Bronx Recreation","Oct",2015,Oct 2015,1
"NYC Parks: Bronx Recreation","Oct",2016,Oct 2016,50
"NYC Parks: Bronx Recreation","Oct",2017,Oct 2017,24
"NYC Parks: Bronx Recreation","Oct",2018,Oct 2018,17
"NYC Parks: Bronx Recreation","Nov",2014,Nov 2014,1
"NYC Parks: Bronx Recreation","Nov",2015,Nov 2015,1
"NYC Parks: Bronx Recreation","Nov",2016,Nov 2016,66
"NYC Parks: Bronx Recreation","Nov",2017,Nov 2017,14
"NYC Parks: Bronx Recreation","Nov",2018,Nov 2018,7
"NYC Parks: Bronx Recreation","Dec",2014,Dec 2014,4
"NYC Parks: Bronx Recreation","Dec",2016,Dec 2016,49
"NYC Parks: Bronx Recreation","Dec",2017,Dec 2017,6
"NYC Parks: Bronx Recreation","Dec",2018,Dec 2018,5
"Partnerships for Parks","Jan",2013,Jan 2013,6
"Partnerships for Parks","Jan",2014,Jan 2014,6
"Partnerships for Parks","Jan",2015,Jan 2015,2
"Partnerships for Parks","Jan",2016,Jan 2016,1
"Partnerships for Parks","Jan",2018,Jan 2018,9
"Partnerships for Parks","Feb",2016,Feb 2016,3
"Partnerships for Parks","Feb",2017,Feb 2017,3
"Partnerships for Parks","Feb",2018,Feb 2018,13
"Partnerships for Parks","Mar",2013,Mar 2013,4
"Partnerships for Parks","Mar",2015,Mar 2015,1
"Partnerships for Parks","Mar",2016,Mar 2016,2
"Partnerships for Parks","Mar",2017,Mar 2017,11
"Partnerships for Parks","Mar",2018,Mar 2018,7
"Partnerships for Parks","Apr",2013,Apr 2013,1
"Partnerships for Parks","Apr",2014,Apr 2014,6
"Partnerships for Parks","Apr",2015,Apr 2015,7
"Partnerships for Parks","Apr",2016,Apr 2016,17
"Partnerships for Parks","Apr",2017,Apr 2017,4
"Partnerships for Parks","Apr",2018,Apr 2018,9
"Partnerships for Parks","May",2013,May 2013,112
"Partnerships for Parks","May",2014,May 2014,34
"Partnerships for Parks","May",2015,May 2015,23
"Partnerships for Parks","May",2016,May 2016,42
"Partnerships for Parks","May",2017,May 2017,7
"Partnerships for Parks","May",2018,May 2018,23
"Partnerships for Parks","Jun",2013,Jun 2013,18
"Partnerships for Parks","Jun",2014,Jun 2014,7
"Partnerships for Parks","Jun",2015,Jun 2015,22
"Partnerships for Parks","Jun",2016,Jun 2016,13
"Partnerships for Parks","Jun",2017,Jun 2017,4
"Partnerships for Parks","Jun",2018,Jun 2018,20
"Partnerships for Parks","Jul",2013,Jul 2013,7
"Partnerships for Parks","Jul",2014,Jul 2014,9
"Partnerships for Parks","Jul",2015,Jul 2015,17
"Partnerships for Parks","Jul",2016,Jul 2016,6
"Partnerships for Parks","Jul",2017,Jul 2017,3
"Partnerships for Parks","Jul",2018,Jul 2018,11
"Partnerships for Parks","Aug",2013,Aug 2013,2
"Partnerships for Parks","Aug",2014,Aug 2014,8
"Partnerships for Parks","Aug",2015,Aug 2015,24
"Partnerships for Parks","Aug",2016,Aug 2016,12
"Partnerships for Parks","Aug",2017,Aug 2017,6
"Partnerships for Parks","Aug",2018,Aug 2018,15
"Partnerships for Parks","Sep",2013,Sep 2013,1
"Partnerships for Parks","Sep",2014,Sep 2014,15
"Partnerships for Parks","Sep",2015,Sep 2015,29
"Partnerships for Parks","Sep",2016,Sep 2016,2
"Partnerships for Parks","Sep",2017,Sep 2017,4
"Partnerships for Parks","Sep",2018,Sep 2018,18
"Partnerships for Parks","Oct",2013,Oct 2013,10
"Partnerships for Parks","Oct",2014,Oct 2014,17
"Partnerships for Parks","Oct",2015,Oct 2015,54
"Partnerships for Parks","Oct",2016,Oct 2016,9
"Partnerships for Parks","Oct",2017,Oct 2017,16
"Partnerships for Parks","Oct",2018,Oct 2018,16
"Partnerships for Parks","Nov",2013,Nov 2013,4
"Partnerships for Parks","Nov",2014,Nov 2014,9
"Partnerships for Parks","Nov",2015,Nov 2015,21
"Partnerships for Parks","Nov",2016,Nov 2016,6
"Partnerships for Parks","Nov",2017,Nov 2017,21
"Partnerships for Parks","Nov",2018,Nov 2018,6
"Partnerships for Parks","Dec",2013,Dec 2013,1
"Partnerships for Parks","Dec",2014,Dec 2014,11
"Partnerships for Parks","Dec",2015,Dec 2015,22
"Partnerships for Parks","Dec",2016,Dec 2016,6
"Partnerships for Parks","Dec",2017,Dec 2017,10
"Partnerships for Parks","Dec",2018,Dec 2018,2
"Poe Visitor Center","Jan",2013,Jan 2013,23
"Poe Visitor Center","Jan",2014,Jan 2014,21
"Poe Visitor Center","Jan",2015,Jan 2015,73
"Poe Visitor Center","Jan",2016,Jan 2016,59
"Poe Visitor Center","Jan",2017,Jan 2017,80
"Poe Visitor Center","Jan",2018,Jan 2018,117
"Poe Visitor Center","Feb",2013,Feb 2013,10
"Poe Visitor Center","Feb",2014,Feb 2014,27
"Poe Visitor Center","Feb",2015,Feb 2015,52
"Poe Visitor Center","Feb",2016,Feb 2016,42
"Poe Visitor Center","Feb",2017,Feb 2017,67
"Poe Visitor Center","Feb",2018,Feb 2018,80
"Poe Visitor Center","Mar",2013,Mar 2013,27
"Poe Visitor Center","Mar",2014,Mar 2014,49
"Poe Visitor Center","Mar",2015,Mar 2015,38
"Poe Visitor Center","Mar",2016,Mar 2016,63
"Poe Visitor Center","Mar",2017,Mar 2017,55
"Poe Visitor Center","Mar",2018,Mar 2018,96
"Poe Visitor Center","Apr",2013,Apr 2013,6
"Poe Visitor Center","Apr",2014,Apr 2014,45
"Poe Visitor Center","Apr",2015,Apr 2015,53
"Poe Visitor Center","Apr",2016,Apr 2016,60
"Poe Visitor Center","Apr",2017,Apr 2017,65
"Poe Visitor Center","Apr",2018,Apr 2018,68
"Poe Visitor Center","May",2013,May 2013,30
"Poe Visitor Center","May",2014,May 2014,50
"Poe Visitor Center","May",2015,May 2015,52
"Poe Visitor Center","May",2016,May 2016,53
"Poe Visitor Center","May",2017,May 2017,66
"Poe Visitor Center","May",2018,May 2018,84
"Poe Visitor Center","Jun",2013,Jun 2013,47
"Poe Visitor Center","Jun",2014,Jun 2014,65
"Poe Visitor Center","Jun",2015,Jun 2015,66
"Poe Visitor Center","Jun",2016,Jun 2016,36
"Poe Visitor Center","Jun",2017,Jun 2017,76
"Poe Visitor Center","Jun",2018,Jun 2018,88
"Poe Visitor Center","Jul",2013,Jul 2013,65
"Poe Visitor Center","Jul",2014,Jul 2014,94
"Poe Visitor Center","Jul",2015,Jul 2015,53
"Poe Visitor Center","Jul",2016,Jul 2016,59
"Poe Visitor Center","Jul",2017,Jul 2017,85
"Poe Visitor Center","Jul",2018,Jul 2018,35
"Poe Visitor Center","Aug",2013,Aug 2013,55
"Poe Visitor Center","Aug",2014,Aug 2014,76
"Poe Visitor Center","Aug",2015,Aug 2015,62
"Poe Visitor Center","Aug",2016,Aug 2016,48
"Poe Visitor Center","Aug",2017,Aug 2017,84
"Poe Visitor Center","Aug",2018,Aug 2018,47
"Poe Visitor Center","Sep",2013,Sep 2013,66
"Poe Visitor Center","Sep",2014,Sep 2014,58
"Poe Visitor Center","Sep",2015,Sep 2015,45
"Poe Visitor Center","Sep",2016,Sep 2016,80
"Poe Visitor Center","Sep",2017,Sep 2017,92
"Poe Visitor Center","Sep",2018,Sep 2018,47
"Poe Visitor Center","Oct",2013,Oct 2013,37
"Poe Visitor Center","Oct",2014,Oct 2014,82
"Poe Visitor Center","Oct",2015,Oct 2015,26
"Poe Visitor Center","Oct",2016,Oct 2016,48
"Poe Visitor Center","Oct",2017,Oct 2017,86
"Poe Visitor Center","Oct",2018,Oct 2018,83
"Poe Visitor Center","Nov",2013,Nov 2013,25
"Poe Visitor Center","Nov",2014,Nov 2014,74
"Poe Visitor Center","Nov",2015,Nov 2015,46
"Poe Visitor Center","Nov",2016,Nov 2016,52
"Poe Visitor Center","Nov",2017,Nov 2017,78
"Poe Visitor Center","Nov",2018,Nov 2018,52
"Poe Visitor Center","Dec",2013,Dec 2013,24
"Poe Visitor Center","Dec",2014,Dec 2014,81
"Poe Visitor Center","Dec",2015,Dec 2015,52
"Poe Visitor Center","Dec",2016,Dec 2016,90
"Poe Visitor Center","Dec",2017,Dec 2017,87
"Poe Visitor Center","Dec",2018,Dec 2018,53
"Prospect Park Alliance","Jan",2013,Jan 2013,1
"Prospect Park Alliance","Jan",2014,Jan 2014,29
"Prospect Park Alliance","Jan",2015,Jan 2015,21
"Prospect Park Alliance","Jan",2017,Jan 2017,4
"Prospect Park Alliance","Jan",2018,Jan 2018,1
"Prospect Park Alliance","Feb",2013,Feb 2013,6
"Prospect Park Alliance","Feb",2014,Feb 2014,26
"Prospect Park Alliance","Feb",2015,Feb 2015,17
"Prospect Park Alliance","Feb",2016,Feb 2016,5
"Prospect Park Alliance","Feb",2017,Feb 2017,6
"Prospect Park Alliance","Feb",2018,Feb 2018,1
"Prospect Park Alliance","Mar",2014,Mar 2014,33
"Prospect Park Alliance","Mar",2015,Mar 2015,14
"Prospect Park Alliance","Mar",2016,Mar 2016,19
"Prospect Park Alliance","Apr",2013,Apr 2013,59
"Prospect Park Alliance","Apr",2014,Apr 2014,62
"Prospect Park Alliance","Apr",2015,Apr 2015,63
"Prospect Park Alliance","Apr",2016,Apr 2016,92
"Prospect Park Alliance","Apr",2017,Apr 2017,3
"Prospect Park Alliance","Apr",2018,Apr 2018,17
"Prospect Park Alliance","May",2013,May 2013,69
"Prospect Park Alliance","May",2014,May 2014,93
"Prospect Park Alliance","May",2015,May 2015,62
"Prospect Park Alliance","May",2016,May 2016,75
"Prospect Park Alliance","May",2018,May 2018,8
"Prospect Park Alliance","Jun",2013,Jun 2013,99
"Prospect Park Alliance","Jun",2014,Jun 2014,71
"Prospect Park Alliance","Jun",2015,Jun 2015,49
"Prospect Park Alliance","Jun",2016,Jun 2016,39
"Prospect Park Alliance","Jun",2017,Jun 2017,27
"Prospect Park Alliance","Jun",2018,Jun 2018,23
"Prospect Park Alliance","Jul",2013,Jul 2013,86
"Prospect Park Alliance","Jul",2014,Jul 2014,17
"Prospect Park Alliance","Jul",2015,Jul 2015,58
"Prospect Park Alliance","Jul",2016,Jul 2016,17
"Prospect Park Alliance","Jul",2017,Jul 2017,69
"Prospect Park Alliance","Jul",2018,Jul 2018,44
"Prospect Park Alliance","Aug",2013,Aug 2013,99
"Prospect Park Alliance","Aug",2014,Aug 2014,57
"Prospect Park Alliance","Aug",2015,Aug 2015,21
"Prospect Park Alliance","Aug",2016,Aug 2016,18
"Prospect Park Alliance","Aug",2017,Aug 2017,52
"Prospect Park Alliance","Aug",2018,Aug 2018,42
"Prospect Park Alliance","Sep",2013,Sep 2013,28
"Prospect Park Alliance","Sep",2014,Sep 2014,6
"Prospect Park Alliance","Sep",2015,Sep 2015,51
"Prospect Park Alliance","Sep",2016,Sep 2016,18
"Prospect Park Alliance","Sep",2017,Sep 2017,21
"Prospect Park Alliance","Sep",2018,Sep 2018,6
"Prospect Park Alliance","Oct",2013,Oct 2013,27
"Prospect Park Alliance","Oct",2014,Oct 2014,61
"Prospect Park Alliance","Oct",2015,Oct 2015,60
"Prospect Park Alliance","Oct",2016,Oct 2016,19
"Prospect Park Alliance","Oct",2017,Oct 2017,11
"Prospect Park Alliance","Oct",2018,Oct 2018,6
"Prospect Park Alliance","Nov",2013,Nov 2013,69
"Prospect Park Alliance","Nov",2014,Nov 2014,48
"Prospect Park Alliance","Nov",2015,Nov 2015,27
"Prospect Park Alliance","Nov",2016,Nov 2016,21
"Prospect Park Alliance","Nov",2017,Nov 2017,1
"Prospect Park Alliance","Nov",2018,Nov 2018,2
"Prospect Park Alliance","Dec",2013,Dec 2013,63
"Prospect Park Alliance","Dec",2014,Dec 2014,6
"Prospect Park Alliance","Dec",2015,Dec 2015,13
"Prospect Park Alliance","Dec",2016,Dec 2016,26
"Prospect Park Alliance","Dec",2017,Dec 2017,1
"Queens Botanical Garden","Jan",2013,Jan 2013,8
"Queens Botanical Garden","Jan",2014,Jan 2014,29
"Queens Botanical Garden","Jan",2015,Jan 2015,31
"Queens Botanical Garden","Jan",2016,Jan 2016,1
"Queens Botanical Garden","Jan",2017,Jan 2017,6
"Queens Botanical Garden","Jan",2018,Jan 2018,13
"Queens Botanical Garden","Feb",2013,Feb 2013,31
"Queens Botanical Garden","Feb",2014,Feb 2014,29
"Queens Botanical Garden","Feb",2015,Feb 2015,34
"Queens Botanical Garden","Feb",2016,Feb 2016,6
"Queens Botanical Garden","Feb",2017,Feb 2017,13
"Queens Botanical Garden","Feb",2018,Feb 2018,13
"Queens Botanical Garden","Mar",2013,Mar 2013,39
"Queens Botanical Garden","Mar",2014,Mar 2014,37
"Queens Botanical Garden","Mar",2015,Mar 2015,37
"Queens Botanical Garden","Mar",2016,Mar 2016,5
"Queens Botanical Garden","Mar",2017,Mar 2017,7
"Queens Botanical Garden","Mar",2018,Mar 2018,13
"Queens Botanical Garden","Apr",2013,Apr 2013,41
"Queens Botanical Garden","Apr",2014,Apr 2014,37
"Queens Botanical Garden","Apr",2015,Apr 2015,42
"Queens Botanical Garden","Apr",2016,Apr 2016,8
"Queens Botanical Garden","Apr",2017,Apr 2017,16
"Queens Botanical Garden","Apr",2018,Apr 2018,23
"Queens Botanical Garden","May",2013,May 2013,90
"Queens Botanical Garden","May",2014,May 2014,38
"Queens Botanical Garden","May",2015,May 2015,49
"Queens Botanical Garden","May",2016,May 2016,2
"Queens Botanical Garden","May",2017,May 2017,11
"Queens Botanical Garden","May",2018,May 2018,25
"Queens Botanical Garden","Jun",2013,Jun 2013,57
"Queens Botanical Garden","Jun",2014,Jun 2014,32
"Queens Botanical Garden","Jun",2015,Jun 2015,50
"Queens Botanical Garden","Jun",2016,Jun 2016,18
"Queens Botanical Garden","Jun",2017,Jun 2017,35
"Queens Botanical Garden","Jun",2018,Jun 2018,20
"Queens Botanical Garden","Jul",2013,Jul 2013,116
"Queens Botanical Garden","Jul",2014,Jul 2014,54
"Queens Botanical Garden","Jul",2015,Jul 2015,58
"Queens Botanical Garden","Jul",2016,Jul 2016,20
"Queens Botanical Garden","Jul",2017,Jul 2017,34
"Queens Botanical Garden","Jul",2018,Jul 2018,24
"Queens Botanical Garden","Aug",2013,Aug 2013,94
"Queens Botanical Garden","Aug",2014,Aug 2014,80
"Queens Botanical Garden","Aug",2015,Aug 2015,29
"Queens Botanical Garden","Aug",2016,Aug 2016,24
"Queens Botanical Garden","Aug",2017,Aug 2017,35
"Queens Botanical Garden","Aug",2018,Aug 2018,26
"Queens Botanical Garden","Sep",2013,Sep 2013,42
"Queens Botanical Garden","Sep",2014,Sep 2014,67
"Queens Botanical Garden","Sep",2015,Sep 2015,4
"Queens Botanical Garden","Sep",2017,Sep 2017,19
"Queens Botanical Garden","Sep",2018,Sep 2018,19
"Queens Botanical Garden","Oct",2013,Oct 2013,41
"Queens Botanical Garden","Oct",2014,Oct 2014,75
"Queens Botanical Garden","Oct",2015,Oct 2015,7
"Queens Botanical Garden","Oct",2016,Oct 2016,2
"Queens Botanical Garden","Oct",2017,Oct 2017,21
"Queens Botanical Garden","Oct",2018,Oct 2018,32
"Queens Botanical Garden","Nov",2013,Nov 2013,33
"Queens Botanical Garden","Nov",2014,Nov 2014,38
"Queens Botanical Garden","Nov",2015,Nov 2015,6
"Queens Botanical Garden","Nov",2017,Nov 2017,11
"Queens Botanical Garden","Nov",2018,Nov 2018,9
"Queens Botanical Garden","Dec",2013,Dec 2013,35
"Queens Botanical Garden","Dec",2014,Dec 2014,34
"Queens Botanical Garden","Dec",2015,Dec 2015,1
"Queens Botanical Garden","Dec",2016,Dec 2016,1
"Queens Botanical Garden","Dec",2017,Dec 2017,4
"Queens Recreation","Jan",2013,Jan 2013,2
"Queens Recreation","Jan",2014,Jan 2014,5
"Queens Recreation","Jan",2015,Jan 2015,1
"Queens Recreation","Jan",2016,Jan 2016,1
"Queens Recreation","Feb",2013,Feb 2013,4
"Queens Recreation","Feb",2014,Feb 2014,5
"Queens Recreation","Feb",2015,Feb 2015,3
"Queens Recreation","Feb",2016,Feb 2016,11
"Queens Recreation","Feb",2017,Feb 2017,1
"Queens Recreation","Mar",2013,Mar 2013,4
"Queens Recreation","Mar",2014,Mar 2014,15
"Queens Recreation","Mar",2015,Mar 2015,1
"Queens Recreation","Mar",2016,Mar 2016,9
"Queens Recreation","Mar",2018,Mar 2018,1
"Queens Recreation","Apr",2013,Apr 2013,3
"Queens Recreation","Apr",2014,Apr 2014,25
"Queens Recreation","Apr",2016,Apr 2016,12
"Queens Recreation","May",2013,May 2013,4
"Queens Recreation","May",2014,May 2014,12
"Queens Recreation","May",2015,May 2015,8
"Queens Recreation","May",2016,May 2016,15
"Queens Recreation","May",2018,May 2018,1
"Queens Recreation","Jun",2013,Jun 2013,9
"Queens Recreation","Jun",2014,Jun 2014,12
"Queens Recreation","Jun",2015,Jun 2015,17
"Queens Recreation","Jun",2016,Jun 2016,4
"Queens Recreation","Jul",2013,Jul 2013,4
"Queens Recreation","Jul",2014,Jul 2014,5
"Queens Recreation","Jul",2015,Jul 2015,14
"Queens Recreation","Jul",2018,Jul 2018,2
"Queens Recreation","Aug",2013,Aug 2013,12
"Queens Recreation","Aug",2014,Aug 2014,16
"Queens Recreation","Aug",2015,Aug 2015,16
"Queens Recreation","Aug",2016,Aug 2016,1
"Queens Recreation","Aug",2018,Aug 2018,1
"Queens Recreation","Sep",2013,Sep 2013,5
"Queens Recreation","Sep",2014,Sep 2014,4
"Queens Recreation","Sep",2015,Sep 2015,5
"Queens Recreation","Sep",2016,Sep 2016,1
"Queens Recreation","Sep",2017,Sep 2017,1
"Queens Recreation","Sep",2018,Sep 2018,1
"Queens Recreation","Oct",2013,Oct 2013,13
"Queens Recreation","Oct",2014,Oct 2014,5
"Queens Recreation","Oct",2015,Oct 2015,4
"Queens Recreation","Nov",2013,Nov 2013,2
"Queens Recreation","Nov",2015,Nov 2015,2
"Queens Recreation","Dec",2013,Dec 2013,3
"Queens Recreation","Dec",2015,Dec 2015,1
"Queens Recreation","Dec",2016,Dec 2016,1
"Staten Island Greenbelt Conservancy","Jan",2013,Jan 2013,20
"Staten Island Greenbelt Conservancy","Jan",2015,Jan 2015,1
"Staten Island Greenbelt Conservancy","Jan",2016,Jan 2016,4
"Staten Island Greenbelt Conservancy","Jan",2017,Jan 2017,7
"Staten Island Greenbelt Conservancy","Jan",2018,Jan 2018,9
"Staten Island Greenbelt Conservancy","Feb",2013,Feb 2013,18
"Staten Island Greenbelt Conservancy","Feb",2014,Feb 2014,4
"Staten Island Greenbelt Conservancy","Feb",2015,Feb 2015,13
"Staten Island Greenbelt Conservancy","Feb",2016,Feb 2016,9
"Staten Island Greenbelt Conservancy","Feb",2017,Feb 2017,6
"Staten Island Greenbelt Conservancy","Feb",2018,Feb 2018,15
"Staten Island Greenbelt Conservancy","Mar",2013,Mar 2013,28
"Staten Island Greenbelt Conservancy","Mar",2014,Mar 2014,7
"Staten Island Greenbelt Conservancy","Mar",2015,Mar 2015,29
"Staten Island Greenbelt Conservancy","Mar",2016,Mar 2016,16
"Staten Island Greenbelt Conservancy","Mar",2017,Mar 2017,20
"Staten Island Greenbelt Conservancy","Mar",2018,Mar 2018,12
"Staten Island Greenbelt Conservancy","Apr",2013,Apr 2013,46
"Staten Island Greenbelt Conservancy","Apr",2014,Apr 2014,16
"Staten Island Greenbelt Conservancy","Apr",2015,Apr 2015,11
"Staten Island Greenbelt Conservancy","Apr",2016,Apr 2016,9
"Staten Island Greenbelt Conservancy","Apr",2017,Apr 2017,14
"Staten Island Greenbelt Conservancy","Apr",2018,Apr 2018,9
"Staten Island Greenbelt Conservancy","May",2013,May 2013,37
"Staten Island Greenbelt Conservancy","May",2014,May 2014,12
"Staten Island Greenbelt Conservancy","May",2015,May 2015,12
"Staten Island Greenbelt Conservancy","May",2016,May 2016,14
"Staten Island Greenbelt Conservancy","May",2017,May 2017,14
"Staten Island Greenbelt Conservancy","May",2018,May 2018,14
"Staten Island Greenbelt Conservancy","Jun",2013,Jun 2013,33
"Staten Island Greenbelt Conservancy","Jun",2014,Jun 2014,12
"Staten Island Greenbelt Conservancy","Jun",2015,Jun 2015,13
"Staten Island Greenbelt Conservancy","Jun",2016,Jun 2016,2
"Staten Island Greenbelt Conservancy","Jun",2017,Jun 2017,12
"Staten Island Greenbelt Conservancy","Jun",2018,Jun 2018,12
"Staten Island Greenbelt Conservancy","Jul",2013,Jul 2013,16
"Staten Island Greenbelt Conservancy","Jul",2014,Jul 2014,54
"Staten Island Greenbelt Conservancy","Jul",2015,Jul 2015,36
"Staten Island Greenbelt Conservancy","Jul",2016,Jul 2016,2
"Staten Island Greenbelt Conservancy","Jul",2017,Jul 2017,22
"Staten Island Greenbelt Conservancy","Jul",2018,Jul 2018,28
"Staten Island Greenbelt Conservancy","Aug",2013,Aug 2013,8
"Staten Island Greenbelt Conservancy","Aug",2014,Aug 2014,28
"Staten Island Greenbelt Conservancy","Aug",2015,Aug 2015,19
"Staten Island Greenbelt Conservancy","Aug",2016,Aug 2016,7
"Staten Island Greenbelt Conservancy","Aug",2017,Aug 2017,24
"Staten Island Greenbelt Conservancy","Aug",2018,Aug 2018,23
"Staten Island Greenbelt Conservancy","Sep",2013,Sep 2013,11
"Staten Island Greenbelt Conservancy","Sep",2014,Sep 2014,22
"Staten Island Greenbelt Conservancy","Sep",2015,Sep 2015,6
"Staten Island Greenbelt Conservancy","Sep",2017,Sep 2017,19
"Staten Island Greenbelt Conservancy","Sep",2018,Sep 2018,6
"Staten Island Greenbelt Conservancy","Oct",2013,Oct 2013,20
"Staten Island Greenbelt Conservancy","Oct",2014,Oct 2014,11
"Staten Island Greenbelt Conservancy","Oct",2015,Oct 2015,5
"Staten Island Greenbelt Conservancy","Oct",2017,Oct 2017,26
"Staten Island Greenbelt Conservancy","Oct",2018,Oct 2018,17
"Staten Island Greenbelt Conservancy","Nov",2013,Nov 2013,20
"Staten Island Greenbelt Conservancy","Nov",2014,Nov 2014,15
"Staten Island Greenbelt Conservancy","Nov",2015,Nov 2015,6
"Staten Island Greenbelt Conservancy","Nov",2016,Nov 2016,3
"Staten Island Greenbelt Conservancy","Nov",2017,Nov 2017,20
"Staten Island Greenbelt Conservancy","Nov",2018,Nov 2018,28
"Staten Island Greenbelt Conservancy","Dec",2013,Dec 2013,6
"Staten Island Greenbelt Conservancy","Dec",2014,Dec 2014,5
"Staten Island Greenbelt Conservancy","Dec",2015,Dec 2015,6
"Staten Island Greenbelt Conservancy","Dec",2017,Dec 2017,8
"Staten Island Greenbelt Conservancy","Dec",2018,Dec 2018,16
"Stewardship Team","Jan",2014,Jan 2014,3
"Stewardship Team","Jan",2015,Jan 2015,1
"Stewardship Team","Jan",2016,Jan 2016,3
"Stewardship Team","Jan",2017,Jan 2017,18
"Stewardship Team","Jan",2018,Jan 2018,5
"Stewardship Team","Feb",2013,Feb 2013,2
"Stewardship Team","Feb",2014,Feb 2014,3
"Stewardship Team","Feb",2017,Feb 2017,5
"Stewardship Team","Feb",2018,Feb 2018,5
"Stewardship Team","Mar",2013,Mar 2013,5
"Stewardship Team","Mar",2014,Mar 2014,6
"Stewardship Team","Mar",2016,Mar 2016,1
"Stewardship Team","Mar",2017,Mar 2017,6
"Stewardship Team","Mar",2018,Mar 2018,6
"Stewardship Team","Apr",2013,Apr 2013,3
"Stewardship Team","Apr",2016,Apr 2016,9
"Stewardship Team","Apr",2017,Apr 2017,12
"Stewardship Team","Apr",2018,Apr 2018,8
"Stewardship Team","May",2013,May 2013,15
"Stewardship Team","May",2014,May 2014,6
"Stewardship Team","May",2015,May 2015,1
"Stewardship Team","May",2016,May 2016,8
"Stewardship Team","May",2017,May 2017,7
"Stewardship Team","May",2018,May 2018,9
"Stewardship Team","Jun",2013,Jun 2013,5
"Stewardship Team","Jun",2014,Jun 2014,13
"Stewardship Team","Jun",2015,Jun 2015,3
"Stewardship Team","Jun",2016,Jun 2016,9
"Stewardship Team","Jun",2017,Jun 2017,4
"Stewardship Team","Jun",2018,Jun 2018,13
"Stewardship Team","Jul",2013,Jul 2013,8
"Stewardship Team","Jul",2014,Jul 2014,5
"Stewardship Team","Jul",2015,Jul 2015,3
"Stewardship Team","Jul",2016,Jul 2016,5
"Stewardship Team","Jul",2018,Jul 2018,9
"Stewardship Team","Aug",2013,Aug 2013,1
"Stewardship Team","Aug",2014,Aug 2014,5
"Stewardship Team","Aug",2015,Aug 2015,1
"Stewardship Team","Aug",2016,Aug 2016,7
"Stewardship Team","Aug",2018,Aug 2018,5
"Stewardship Team","Sep",2013,Sep 2013,7
"Stewardship Team","Sep",2014,Sep 2014,7
"Stewardship Team","Sep",2015,Sep 2015,2
"Stewardship Team","Sep",2016,Sep 2016,9
"Stewardship Team","Sep",2017,Sep 2017,3
"Stewardship Team","Sep",2018,Sep 2018,6
"Stewardship Team","Oct",2013,Oct 2013,2
"Stewardship Team","Oct",2014,Oct 2014,6
"Stewardship Team","Oct",2016,Oct 2016,14
